pdbcode,-log[Ki or Kd or IC50],dataset,binding constant type,data sign
3bxe,5.48,general,Kd,=
3q2g,8.46,general,IC50,=
3vb6,4.41,general,IC50,=
4u03,5.77,general,IC50,=
3oyl,6.70,general,IC50,=
4dko,6.52,general,Kd,=
4pnk,6.60,general,IC50,=
4oee,5.76,general,Kd,=
3g0e,7.70,general,Kd,=
1qnh,6.06,general,Kd,=
3ur9,6.31,general,IC50,=
1om1,6.77,general,Ki,=
1v2u,3.37,general,Ki,=
1axs,7.77,general,Kd,=
4lxd,7.23,general,Ki,=
3nti,5.22,general,Kd,=
2llo,5.82,general,Kd,=
3bv2,9.36,general,IC50,=
4zh2,5.00,general,IC50,=
2brc,5.05,general,IC50,=
4jin,5.64,general,Kd,=
4tw8,5.58,general,Ki,=
4u5v,3.05,general,Kd,=
4z0k,6.34,general,Ki,=
1y2g,4.08,general,Kd,=
5clm,7.36,general,IC50,=
3kry,10.00,general,IC50,=
4cpz,7.68,general,Ki,=
3g0i,3.60,general,Ki,=
3c3q,4.32,general,Kd,=
2fzk,3.60,general,Ki,=
4cu1,4.71,general,Kd,=
3ipx,6.92,general,IC50,=
1t3t,4.96,general,Ki,=
2h15,5.67,general,Ki,=
2lk1,4.09,general,Kd,=
4q3r,6.27,general,Kd,=
8hvp,9.00,general,Ki,<
4u54,2.06,general,Kd,=
4dma,6.19,general,Kd,=
1b5j,7.43,general,Kd,=
3g0d,8.30,general,IC50,=
3kdc,9.28,general,Kd,=
1b6m,8.40,general,Ki,=
3chr,7.21,general,IC50,=
2qhy,7.48,general,Ki,=
2ccu,6.13,general,IC50,=
2qi0,7.38,general,Ki,=
3ckp,6.35,general,Ki,=
1dub,5.80,general,Ki,=
2d06,4.08,general,Ki,=
4f14,4.89,general,Kd,=
2c69,4.59,general,IC50,=
2y9q,6.15,general,Kd,=
4c70,3.52,general,Ki,=
2rcw,8.10,general,Ki,=
2ra0,7.80,general,Ki,=
2qx0,6.11,general,Kd,=
4np2,2.26,general,Kd,=
3bkl,6.17,general,Ki,=
5cf4,7.40,general,IC50,=
3kig,6.61,general,IC50,=
1xor,6.41,general,IC50,=
2qnn,7.15,general,Ki,=
2r0z,5.47,general,Kd,=
2qrl,4.00,general,Ki,=
2bu5,7.78,general,IC50,=
2r7b,7.22,general,IC50,=
3fea,7.44,general,Kd,=
1uwb,8.34,general,IC50,=
4eh8,2.20,general,IC50,=
4hwb,9.24,general,Kd,=
2cbv,5.48,general,Kd,=
4bcg,8.15,general,Ki,=
2x4u,4.32,general,IC50,=
4j26,5.44,general,Ki,=
3ro4,6.23,general,IC50,=
4l7d,6.12,general,IC50,=
2cmo,6.40,general,Ki,=
3wmb,5.37,general,Ki,=
4b83,5.15,general,IC50,=
1r5w,5.54,general,Kd,=
2gg3,6.24,general,IC50,=
3kyq,4.22,general,Kd,=
4nyf,7.31,general,Kd,=
4rhx,5.80,general,Ki,=
4o2a,5.74,general,Kd,=
1is0,7.00,general,Kd,=
3lk8,7.71,general,Kd,=
3b82,4.43,general,Kd,=
3r02,9.00,general,IC50,=
4ef6,2.92,general,Kd,=
4cpy,6.31,general,Ki,=
4xjt,5.14,general,IC50,=
3nzi,5.59,general,IC50,=
4u5o,2.42,general,Kd,=
1sdu,10.07,general,Ki,=
1y2k,7.68,general,IC50,=
4lkh,3.00,general,Kd,>
4ymx,7.10,general,Kd,=
4lj8,5.82,general,Kd,=
1xhm,6.33,general,IC50,=
5akl,7.07,general,IC50,<
1b40,7.28,general,Kd,=
3k23,8.20,general,IC50,=
1ez9,5.10,general,Kd,=
2flb,5.74,general,Ki,=
3l38,7.00,general,IC50,=
2rfh,6.82,general,Ki,=
1jn2,4.09,general,Kd,=
4uwh,8.52,general,IC50,=
3d7m,6.44,general,Kd,=
2pl0,7.21,general,Kd,=
2ans,5.92,general,Kd,=
1m6p,5.10,general,Kd,=
3st5,11.30,general,Ki,=
5cgc,9.30,general,Ki,=
3bv3,9.34,general,IC50,=
4ce1,4.38,general,Kd,=
1qm4,4.30,general,Ki,=
2q1q,8.15,general,Ki,=
3r2b,8.40,general,IC50,=
4ysl,5.80,general,Kd,=
4jln,7.78,general,IC50,=
3qce,5.60,general,Ki,=
1npa,8.70,general,IC50,=
3mbz,5.80,general,Ki,=
4ovf,4.13,general,Ki,=
3kdu,6.46,general,IC50,=
2dwx,3.74,general,Kd,=
3rwj,7.80,general,IC50,=
3f38,2.62,general,Kd,=
4jok,4.07,general,Ki,=
4igr,7.20,general,Kd,=
4yps,7.12,general,IC50,=
1pf7,10.14,general,Ki,=
3qg6,9.14,general,IC50,=
2iw9,8.05,general,IC50,=
3cgf,6.57,general,IC50,=
4bo9,6.51,general,IC50,=
3oq5,4.55,general,Kd,=
1h1h,5.22,general,Ki,=
3mtd,3.47,general,IC50,=
1auj,8.25,general,Ki,=
2pfy,6.52,general,Kd,=
1nc1,6.12,general,Ki,=
5c6v,4.80,general,IC50,=
3ihz,6.80,general,IC50,=
4h38,6.04,general,IC50,=
3m5e,7.37,general,Kd,=
1kdz,8.22,general,Ki,=
4u0n,5.77,general,IC50,=
4ajo,7.03,general,Kd,=
3ezr,5.00,general,IC50,=
2ada,13.00,general,Ki,=
4w5j,7.24,general,Kd,=
4p4b,7.85,general,IC50,=
5a0e,6.53,general,Ki,=
4ddm,2.46,general,Kd,=
4cws,7.92,general,Ki,=
3g0b,8.15,general,IC50,=
2xp7,5.77,general,Kd,=
3f88,8.64,general,IC50,=
2nv7,8.30,general,IC50,=
4g55,4.92,general,IC50,=
4o4y,7.81,general,Kd,=
3dpk,8.39,general,IC50,=
2wei,8.47,general,IC50,=
3s0o,4.48,general,IC50,=
1fyr,5.62,general,IC50,=
1lox,5.52,general,Ki,=
2vmc,2.94,general,Kd,=
1vru,7.00,general,IC50,=
1c4v,10.80,general,Ki,=
4riu,7.30,general,Ki,=
4qwx,6.27,general,IC50,=
3ps6,7.74,general,Ki,=
2e2p,4.74,general,Ki,=
1od8,5.10,general,Ki,=
2on3,9.00,general,Ki,=
5dde,7.19,general,IC50,=
4wkv,6.79,general,Ki,=
4gee,9.00,general,Ki,<
3bbt,6.15,general,Ki,=
1z6s,4.34,general,Ki,=
4h2m,5.21,general,IC50,=
2f9k,7.07,general,Ki,=
3th8,6.25,general,IC50,=
1q9m,6.48,general,IC50,=
2v77,5.06,general,Ki,=
4eop,6.05,general,Ki,=
5c6p,3.70,general,Ki,>
4lgh,8.70,general,IC50,=
4nrp,4.59,general,IC50,=
2jaj,4.60,general,IC50,=
1nl4,9.41,general,IC50,=
1n9a,8.66,general,IC50,=
1tnk,1.49,general,Ki,=
2vmf,5.85,general,Kd,=
4qkx,7.07,general,Ki,=
4ear,9.82,general,Kd,=
4btb,5.01,general,Kd,=
2fx9,7.77,general,Kd,=
5all,5.57,general,IC50,=
5auu,4.68,general,IC50,=
4x60,9.00,general,Kd,<
4x0u,7.40,general,Ki,=
4awk,6.89,general,IC50,=
4gk7,7.90,general,Ki,=
1sqp,8.20,general,IC50,=
1o4l,1.40,general,IC50,>
1usi,6.74,general,Kd,=
3sl5,7.66,general,IC50,=
4z2h,5.08,general,IC50,=
4ez3,4.35,general,IC50,=
4h3f,9.00,general,Ki,=
1ct8,6.52,general,Kd,=
1fwu,3.70,general,Kd,=
3dya,8.52,general,IC50,=
4rj7,7.66,general,Ki,=
1xbo,6.04,general,Ki,=
1pun,7.28,general,Kd,=
4br3,5.72,general,Kd,=
1np0,3.57,general,Ki,=
4cg9,6.21,general,Kd,=
2c5x,6.60,general,IC50,=
2xba,7.63,general,Ki,=
1o4h,2.44,general,IC50,=
2yjx,5.12,general,IC50,=
2l1r,3.57,general,Kd,=
3kqe,8.09,general,Ki,=
1zhy,6.52,general,Kd,=
3t3v,8.52,general,Ki,=
4nmv,4.95,general,Kd,=
4j1h,6.11,general,IC50,=
1qbn,5.85,general,Ki,=
4gv1,8.52,general,IC50,=
4u5t,6.70,general,IC50,=
2f3r,6.30,general,IC50,=
3fhr,6.68,general,IC50,=
4ivs,7.36,general,IC50,=
3gk2,2.70,general,Kd,=
4nuf,5.30,general,IC50,=
4zg6,6.33,general,IC50,=
4qnb,6.59,general,Kd,=
4leq,6.54,general,Kd,=
4ztn,7.72,general,IC50,=
2b54,7.70,general,IC50,=
2vxn,5.00,general,Kd,=
2jbo,8.07,general,IC50,=
1x7q,6.73,general,IC50,=
1hlf,5.64,general,Ki,=
2vtn,6.07,general,IC50,=
4wks,2.70,general,Ki,=
4qxo,5.51,general,Kd,=
3o9e,11.30,general,Ki,=
1w4l,8.40,general,IC50,=
3ens,8.05,general,IC50,=
1ecq,3.00,general,Ki,=
2ltw,4.22,general,Kd,=
4dvi,6.72,general,IC50,=
3pcf,6.05,general,Ki,=
2wyg,8.70,general,Ki,=
1bio,5.54,general,IC50,=
3kdm,7.00,general,Kd,=
1fcy,8.52,general,Kd,=
4d2r,5.48,general,IC50,=
4ifh,5.21,general,IC50,=
4nmt,4.85,general,Kd,=
1a4w,5.92,general,Ki,=
4bzr,7.60,general,IC50,=
2r5a,2.60,general,Kd,=
1wqv,6.89,general,IC50,=
2x8d,6.10,general,IC50,=
1xzx,10.22,general,Kd,=
3vw0,4.67,general,Kd,=
3d5m,8.00,general,IC50,=
3b27,5.16,general,Kd,=
5d21,8.38,general,Kd,=
4oc2,8.28,general,Ki,=
1hte,5.64,general,IC50,=
1hc9,8.72,general,IC50,=
1kmv,6.95,general,IC50,=
3c43,7.72,general,IC50,=
4kp5,6.08,general,Kd,=
4q3u,6.44,general,Kd,=
1sps,8.52,general,Kd,=
3gpe,5.74,general,Kd,=
3mg4,9.30,general,Ki,=
1hi3,4.19,general,Ki,=
2wr8,5.44,general,Ki,=
2zq1,6.62,general,Kd,=
1njf,5.99,general,Kd,=
2gv2,8.30,general,IC50,=
4ad3,4.62,general,Kd,=
1k1o,6.17,general,Ki,=
3dtc,7.59,general,IC50,=
3zo1,6.00,general,IC50,=
1bmn,8.44,general,Ki,=
3m54,5.89,general,Kd,=
4cfx,5.06,general,IC50,=
3vdb,2.52,general,Ki,=
3roc,8.19,general,Ki,=
3pcb,2.40,general,Ki,=
4jyc,6.70,general,Kd,=
3dv1,6.23,general,IC50,=
1vik,9.52,general,IC50,=
3fu0,2.28,general,IC50,=
4lbl,4.96,general,Kd,=
5ajo,4.96,general,Kd,=
3fr2,6.23,general,IC50,=
1wdy,7.89,general,IC50,=
1yej,7.46,general,Kd,=
4l3p,5.92,general,IC50,=
2oxn,7.44,general,Ki,=
3cm7,6.57,general,IC50,=
1jev,6.89,general,Kd,=
3twv,4.76,general,Kd,=
2w1d,6.04,general,IC50,=
3uh4,7.96,general,IC50,=
2jh6,7.77,general,Ki,=
3nrm,8.40,general,IC50,=
1kmy,5.10,general,Kd,=
4uns,6.70,general,IC50,=
3n87,4.96,general,Ki,=
4ht6,6.21,general,Kd,=
4b8o,8.40,general,Kd,=
4xbb,5.00,general,IC50,>
3o5n,4.76,general,Ki,=
3r88,4.82,general,Ki,=
1rlq,5.10,general,Kd,=
3k00,5.77,general,Kd,=
3v4j,5.04,general,IC50,=
1il5,2.66,general,IC50,=
4oth,8.05,general,IC50,=
4hmq,8.24,general,Kd,=
3sgv,4.46,general,IC50,=
4yvc,5.96,general,Ki,=
3uvm,7.52,general,Kd,=
1xpc,8.77,general,IC50,=
4r3w,3.00,general,Ki,=
2xbw,8.00,general,Ki,=
4q87,4.85,general,Ki,=
2ypi,4.82,general,Ki,=
4ixv,6.62,general,IC50,=
4kg1,6.56,general,Kd,=
2a3b,3.33,general,IC50,=
2xjx,9.15,general,Kd,=
2fqt,6.14,general,Ki,=
3f15,8.10,general,Kd,=
1w0x,5.30,general,IC50,=
3hww,7.12,general,Kd,=
5cjf,9.59,general,Ki,=
1lrh,6.82,general,Kd,=
4dhn,3.89,general,IC50,=
3dpc,4.36,general,Kd,=
3d45,5.68,general,Kd,=
3aig,6.00,general,IC50,=
4jbp,7.39,general,IC50,=
3bim,5.88,general,Kd,=
2r3k,7.00,general,IC50,=
3gss,5.82,general,Ki,=
1o4e,3.30,general,IC50,=
2qju,4.10,general,IC50,=
6gpb,4.85,general,Ki,=
3i5r,4.40,general,Kd,=
3l79,2.46,general,Ki,=
1nz7,7.12,general,Ki,=
2aoe,7.62,general,Ki,=
1hkk,7.40,general,IC50,=
3kcf,7.46,general,Ki,=
3sh0,5.66,general,IC50,=
1sme,11.22,general,Ki,=
2xbx,7.82,general,Ki,=
4awp,7.09,general,IC50,=
1f90,7.92,general,Kd,=
1e72,3.22,general,Ki,=
1w11,8.22,general,Ki,=
4leg,4.55,general,Ki,=
3bsc,4.48,general,IC50,=
3mvm,8.41,general,IC50,=
4hkp,4.55,general,IC50,=
4o2p,6.70,general,Ki,=
3s9t,6.82,general,Kd,=
1sve,8.30,general,IC50,=
4l0v,6.63,general,IC50,=
5e8r,8.70,general,Kd,=
1sqc,6.85,general,Ki,=
3qip,6.89,general,Kd,=
4wx7,7.40,general,IC50,=
3lf0,5.71,general,Kd,=
3gb2,7.47,general,IC50,=
2r9b,6.57,general,Ki,=
1ba8,9.00,general,Ki,=
5djp,5.15,general,IC50,=
1ke3,6.70,general,Ki,=
4y3b,4.87,general,Kd,=
4gjb,4.00,general,IC50,>
1dmp,9.55,general,Ki,=
4fmu,6.44,general,Kd,=
2qk8,7.91,general,IC50,=
3fue,2.82,general,IC50,=
4r18,7.68,general,IC50,=
3bh9,6.93,general,IC50,=
2f4b,7.30,general,IC50,=
4bfd,7.02,general,IC50,=
1syh,6.41,general,Ki,=
5a2i,5.06,general,Kd,=
1xlx,7.60,general,IC50,=
1o1s,7.31,general,Ki,=
3upx,8.12,general,Ki,=
2bfr,5.25,general,Kd,=
3axk,4.15,general,Ki,=
4l7l,6.00,general,IC50,=
4n6z,7.80,general,Ki,=
2jkr,6.07,general,Kd,=
1gcz,5.13,general,Ki,=
2yc5,7.46,general,IC50,=
4z88,5.39,general,Kd,=
3wb5,4.57,general,Kd,=
4kon,6.48,general,Kd,=
4afj,6.40,general,IC50,=
3m53,5.31,general,Kd,=
4ffs,10.44,general,Kd,=
1o2p,4.85,general,Ki,=
3zju,5.68,general,IC50,=
4pyq,5.36,general,IC50,=
4ajk,3.11,general,Kd,=
5ale,5.95,general,IC50,=
4fgt,5.41,general,Kd,=
3f8f,6.63,general,Kd,=
5byi,7.51,general,Ki,=
4bdc,4.93,general,IC50,=
2yg2,6.05,general,IC50,=
4bc5,4.60,general,Ki,=
1wcc,3.46,general,IC50,=
4dht,4.82,general,IC50,=
4qiz,8.15,general,Kd,=
3il6,6.57,general,IC50,=
1rww,8.30,general,Ki,=
3te5,4.91,general,Kd,=
5aux,5.00,general,IC50,=
3d14,7.66,general,IC50,=
1szd,4.54,general,Kd,=
3cfv,6.05,general,Kd,=
2vqj,6.44,general,IC50,=
4isi,8.14,general,Ki,=
3jwr,8.07,general,Ki,=
4q9z,7.26,general,IC50,=
3cd0,7.57,general,Kd,=
4a50,7.91,general,Ki,=
3m3x,6.82,general,Kd,=
3ex3,4.44,general,IC50,=
3at4,8.10,general,IC50,=
2hu6,3.81,general,Kd,=
5ap0,8.26,general,IC50,=
3eqs,8.48,general,Kd,=
2xg3,4.74,general,Kd,=
4x14,2.92,general,Kd,=
2y77,6.60,general,Ki,=
4b1c,7.10,general,IC50,=
2vwv,4.80,general,IC50,=
3c2r,3.11,general,Kd,=
4o3f,5.56,general,Kd,=
2ja3,4.00,general,Kd,=
2pyn,7.57,general,Kd,=
2q3z,7.22,general,Ki,=
3k27,4.44,general,Kd,=
3qpp,7.92,general,IC50,=
4prd,4.60,general,Kd,=
3skh,6.05,general,IC50,=
4da5,6.44,general,Ki,=
3a73,3.38,general,Kd,=
2bvs,4.10,general,Ki,=
2who,7.70,general,IC50,=
3d8z,3.37,general,Ki,=
7hvp,9.62,general,Ki,=
1a4h,5.92,general,Kd,=
4ddl,8.31,general,IC50,=
3fv8,6.80,general,IC50,=
4gki,4.46,general,Ki,=
3obx,3.89,general,Kd,=
3qt7,7.31,general,Kd,=
2yof,4.60,general,Ki,=
2on6,6.76,general,Ki,=
5fiv,7.66,general,Ki,=
3nf3,6.20,general,Ki,=
4qvw,5.38,general,IC50,=
4c38,7.76,general,IC50,=
3zi8,5.66,general,Kd,=
4e1n,7.17,general,IC50,=
4h4m,8.52,general,IC50,=
2p95,9.37,general,Ki,=
4f5y,5.43,general,Kd,=
4a22,8.49,general,IC50,=
2bts,7.70,general,IC50,=
2jnp,6.89,general,Ki,=
3gxz,7.89,general,Kd,=
4w9g,5.26,general,Kd,=
3l08,10.22,general,Ki,=
1h3a,6.55,general,IC50,=
4g5y,2.77,general,Kd,=
1ke1,7.25,general,Ki,=
3rxb,2.66,general,IC50,=
3qc9,6.06,general,Kd,=
3fhe,8.60,general,IC50,=
4tqn,6.11,general,Kd,=
4dkp,5.72,general,Kd,=
4ju7,6.17,general,IC50,=
4hww,6.65,general,IC50,=
5a81,5.54,general,Kd,=
4trw,4.14,general,IC50,=
1r17,6.42,general,Kd,=
3hjo,6.52,general,Kd,=
2iw6,6.85,general,IC50,=
4k6w,5.35,general,IC50,=
4n9e,7.82,general,IC50,=
2yit,9.54,general,IC50,=
3ty0,7.08,general,IC50,=
3ti3,8.74,general,IC50,=
4ufh,6.42,general,Ki,=
3zt3,2.86,general,Kd,=
3ms2,3.72,general,IC50,=
1amw,4.54,general,Kd,=
1aid,4.82,general,Ki,=
2x7u,5.27,general,Ki,=
5a5r,5.90,general,IC50,=
3v3l,6.43,general,Kd,=
4ad2,6.20,general,Kd,=
3kw9,9.00,general,IC50,=
1tyn,9.70,general,Ki,=
1pwq,4.96,general,Ki,=
3wf5,7.09,general,IC50,=
2v54,4.60,general,Ki,=
4anv,6.36,general,IC50,=
1qji,4.85,general,Ki,=
2wxo,7.05,general,IC50,=
1h8y,7.70,general,IC50,=
4ezk,8.20,general,IC50,=
3hq5,7.80,general,IC50,=
1mqd,6.77,general,IC50,=
4w53,3.99,general,Kd,=
4ikt,6.17,general,IC50,=
2fj0,7.66,general,IC50,=
1o33,5.74,general,Ki,=
3bel,7.85,general,IC50,=
4e3l,8.52,general,Ki,=
2xc4,8.05,general,Ki,=
5ajy,6.30,general,IC50,=
2ipo,5.06,general,Kd,=
4o55,5.30,general,IC50,=
2y9g,3.77,general,Kd,=
2wly,6.60,general,Ki,=
4ipn,3.39,general,Kd,=
1ch8,7.00,general,Ki,=
3l5e,7.57,general,IC50,=
4k4e,7.62,general,IC50,=
1bbz,5.82,general,Kd,=
2yjq,5.28,general,Ki,=
3wc7,8.26,general,IC50,=
1o45,9.60,general,IC50,=
3hp2,6.17,general,IC50,=
1n3w,6.96,general,Kd,=
4pmt,6.00,general,IC50,=
1oiu,6.68,general,IC50,=
4eg7,7.34,general,IC50,=
3hku,8.30,general,Ki,=
1my4,6.98,general,Ki,=
3mqf,5.24,general,IC50,=
1xjd,9.48,general,Ki,=
4gpl,5.89,general,Ki,=
1c3x,3.68,general,Ki,=
2b17,6.21,general,Ki,=
1fta,6.36,general,IC50,=
1nhx,5.68,general,IC50,=
3b92,8.00,general,Ki,=
4urx,2.89,general,Kd,=
2pzy,7.47,general,IC50,=
3byu,9.10,general,IC50,=
5ai8,3.90,general,IC50,=
1gui,6.28,general,Kd,=
1ow4,5.68,general,Kd,=
4i7l,3.99,general,Kd,=
2j4q,4.46,general,Kd,=
4pin,5.40,general,Kd,=
1pum,3.05,general,IC50,=
3nzw,5.82,general,IC50,=
2a14,5.70,general,Ki,=
3t3i,4.77,general,Ki,=
1qiw,7.74,general,Kd,=
4d1c,5.70,general,Kd,=
1uwf,6.82,general,Kd,=
2io6,7.52,general,IC50,=
1hkj,8.59,general,IC50,=
4fs4,6.57,general,Ki,=
4hxm,6.10,general,IC50,=
3l9m,7.30,general,IC50,=
3d4y,5.70,general,Ki,=
2cnf,6.62,general,IC50,=
3w2r,7.72,general,IC50,=
2x4r,4.77,general,IC50,=
1jfh,2.05,general,Ki,=
4uub,4.76,general,Ki,=
1i5h,4.28,general,Kd,=
4arb,5.89,general,Kd,=
4kn2,7.27,general,Kd,=
4meo,3.60,general,IC50,=
4yv0,3.28,general,IC50,=
1mv0,4.03,general,Kd,=
2alv,4.15,general,IC50,=
4ap0,8.00,general,Kd,<
4uct,3.12,general,IC50,=
3mv5,6.74,general,IC50,=
4lbu,6.56,general,Kd,=
5a5o,3.00,general,IC50,>
4tun,5.41,general,Kd,=
2yaz,5.14,general,Kd,=
2qhd,5.38,general,Kd,=
3c2u,2.90,general,Ki,=
3vtr,5.57,general,Ki,=
4dcy,4.52,general,Kd,=
1iiq,7.48,general,Ki,=
3nef,5.94,general,IC50,=
2j9n,4.70,general,Kd,=
4nmx,6.18,general,Kd,=
3fas,6.77,general,Ki,=
3ux0,6.26,general,Kd,=
3iqj,4.93,general,Kd,=
1esz,6.52,general,Kd,=
4bgg,7.82,general,IC50,=
3jq9,6.40,general,Ki,=
2za0,6.64,general,Ki,=
3g7l,6.72,general,Kd,=
2bz6,7.09,general,Ki,=
3le9,8.22,general,Ki,=
3m89,6.16,general,Kd,=
4anu,7.68,general,IC50,=
3rf5,5.63,general,Ki,=
3rqw,2.70,general,Kd,=
2eep,7.06,general,Ki,=
1ung,6.80,general,IC50,=
1cyn,7.68,general,Ki,<
4j3d,8.28,general,IC50,=
3nik,3.45,general,Kd,=
2hw2,2.97,general,Ki,=
3ayd,4.19,general,Kd,=
3kid,3.18,general,Ki,=
3msl,5.15,general,IC50,=
3q7q,5.65,general,Kd,=
3ptg,7.60,general,IC50,=
2vio,4.40,general,IC50,=
4y4v,3.65,general,Kd,=
9hvp,8.35,general,Ki,=
3asl,5.76,general,Kd,=
1o6r,7.10,general,IC50,=
4je8,5.21,general,Kd,=
4p5d,5.82,general,Ki,=
4pp7,7.96,general,IC50,=
1olx,4.33,general,Kd,=
3ip6,6.60,general,Kd,=
3e81,1.43,general,Ki,=
4k42,6.55,general,Kd,=
1r0x,3.83,general,Kd,=
4h71,4.45,general,IC50,=
4jvb,7.41,general,Kd,=
3fr4,6.19,general,IC50,=
1flm,9.37,general,Kd,=
3ezv,5.98,general,IC50,=
2f3k,7.89,general,IC50,=
2gnh,6.83,general,IC50,=
3e62,4.39,general,IC50,=
2o3z,5.70,general,Kd,=
1noj,3.15,general,Ki,=
2x7o,7.47,general,IC50,=
3bu6,5.89,general,Kd,=
4hge,7.92,general,Ki,=
4bxk,7.95,general,Ki,=
2p3i,3.48,general,Kd,=
2a8g,3.69,general,Kd,=
1xp6,9.40,general,IC50,=
4qwu,5.51,general,IC50,=
4ock,5.08,general,Kd,=
3fx6,6.80,general,Ki,=
1a9m,6.92,general,Ki,=
2r1w,4.60,general,Kd,=
1lf9,12.00,general,Ki,=
3vws,3.65,general,Kd,=
3qzv,4.16,general,Kd,=
1y8o,5.89,general,Kd,=
3v6s,9.12,general,IC50,=
3u0d,10.00,general,Kd,=
2tmn,5.89,general,Ki,=
2mkr,6.27,general,Kd,=
3rbq,6.27,general,Kd,=
3uvx,4.34,general,Kd,=
2p8h,7.15,general,IC50,=
3g4i,9.04,general,IC50,=
2cng,6.96,general,IC50,=
2ydm,7.44,general,IC50,=
1wu1,7.74,general,IC50,=
1g3b,5.74,general,Ki,=
1e6s,3.22,general,Ki,=
2yb0,3.85,general,Kd,=
4rt0,5.50,general,Kd,=
3ikg,7.24,general,Ki,=
1ws4,3.00,general,Kd,=
1rdn,1.84,general,Ki,=
1bcj,3.70,general,Kd,=
4mzs,7.92,general,IC50,=
2eg7,5.89,general,Ki,=
4zji,6.47,general,Kd,=
2wa4,4.74,general,IC50,=
4j45,5.77,general,Ki,=
3h06,3.53,general,IC50,=
4x6n,8.82,general,Ki,=
4b32,3.34,general,Kd,=
1z9y,7.19,general,Ki,=
2zva,7.96,general,IC50,=
1qkn,8.47,general,IC50,=
3i4a,4.28,general,Ki,=
2fxv,5.35,general,Kd,=
1nvr,8.11,general,Ki,=
4blb,5.35,general,Kd,=
4jsz,2.30,general,Ki,=
4yv9,6.40,general,IC50,=
2gv6,7.34,general,Ki,=
4mk8,9.00,general,IC50,=
3dct,6.95,general,IC50,=
3kr5,7.89,general,Ki,=
4wkp,9.55,general,Ki,=
4zg9,7.59,general,IC50,=
4v25,7.08,general,IC50,=
2etk,6.82,general,Ki,=
4ctk,2.00,general,IC50,>
4ngh,7.52,general,IC50,=
1s5q,5.28,general,Kd,=
4m12,6.05,general,Kd,=
4og8,7.25,general,IC50,=
4o9v,8.00,general,Ki,=
4f3k,10.16,general,Ki,=
4j74,4.59,general,Kd,=
3ma3,7.22,general,IC50,=
1elr,4.96,general,Kd,=
3hzv,6.52,general,Kd,=
3dwb,6.19,general,IC50,=
3lcu,3.52,general,Kd,=
2vti,6.18,general,IC50,=
1bq4,5.22,general,Ki,=
2upj,7.39,general,Ki,=
3n5h,5.70,general,IC50,=
3ud8,5.38,general,Kd,=
4bo8,6.92,general,IC50,=
2wcg,6.38,general,Ki,=
4dmw,4.94,general,Kd,=
1hpo,9.22,general,Ki,=
3fi3,7.92,general,IC50,=
2wyi,4.74,general,Ki,=
1siv,8.08,general,Ki,=
2y2j,4.80,general,IC50,=
4g8l,8.00,general,Kd,=
2hdq,1.40,general,Ki,=
3ivc,4.12,general,Kd,=
1zkl,5.09,general,IC50,=
4j1p,7.05,general,IC50,=
4bh4,1.49,general,Kd,=
3s74,8.40,general,Kd,=
4pov,8.28,general,Kd,=
4o43,4.30,general,IC50,=
4j8s,5.70,general,Kd,~
2c92,5.68,general,Kd,=
2hwh,5.70,general,IC50,=
1o0f,5.30,general,Ki,=
4daf,7.12,general,Kd,=
2ow1,9.00,general,IC50,=
3prz,7.59,general,Ki,=
4amw,1.55,general,Ki,=
3mct,4.07,general,Kd,=
2wxi,8.15,general,IC50,=
4xnv,6.79,general,Ki,=
3hf6,7.59,general,IC50,=
4nym,3.55,general,Kd,=
4j93,4.70,general,Kd,=
3rhk,6.26,general,IC50,=
3wp0,4.99,general,Kd,=
3bm8,3.54,general,Ki,=
4ivb,8.72,general,Ki,=
4g5f,3.05,general,Kd,=
3a2c,6.90,general,Ki,=
2p4j,8.96,general,Ki,=
3ibl,7.84,general,Ki,=
3tki,10.30,general,IC50,=
3p23,4.42,general,IC50,=
1r6z,5.00,general,Kd,>
4ie7,5.05,general,IC50,=
3iw5,6.08,general,Kd,=
4iwz,7.29,general,Ki,=
4mp7,5.74,general,Kd,=
3hhm,7.92,general,IC50,=
2o9j,6.92,general,Ki,=
4usj,4.00,general,IC50,=
1d7x,8.52,general,IC50,=
3s54,9.64,general,Ki,=
3qj9,7.00,general,IC50,=
3udn,5.15,general,IC50,=
4zae,8.44,general,Ki,=
2zvj,5.74,general,IC50,=
4b85,4.06,general,IC50,=
2i3v,6.55,general,Ki,=
3hiv,8.12,general,Ki,=
1cgl,6.87,general,Ki,=
3kec,7.24,general,IC50,=
3nw3,6.49,general,Kd,=
4um9,8.07,general,Kd,=
3arg,7.26,general,Kd,=
3efk,7.85,general,Ki,=
2xaq,5.96,general,Ki,=
1h35,7.54,general,IC50,=
3g15,7.00,general,Kd,=
3rjm,6.61,general,IC50,=
3sgt,3.82,general,IC50,=
4deb,6.43,general,IC50,=
4op1,6.89,general,IC50,=
3abt,4.77,general,Ki,=
4hpy,9.92,general,Kd,=
2wi3,3.46,general,IC50,=
4pns,4.52,general,IC50,>
2j27,3.52,general,Ki,=
1jcx,5.15,general,Ki,=
3sc1,4.38,general,IC50,=
4tpk,8.57,general,Ki,=
3vtb,9.30,general,IC50,=
2l84,7.72,general,Kd,=
3fc8,5.39,general,IC50,=
4mdq,5.92,general,Ki,=
2xg9,4.15,general,Ki,=
3l0e,8.00,general,IC50,=
